406,47,9,0,1
407,47,11,0,2
378,47,13,0,2
379,47,19,0,3
347,47,24,0,3
348,47,47,0,3
345,45,36,0,3
344,45,35,0,2
346,46,31,0,3
343,45,24,0,3
405,45,10,0,1
404,45,7,0,1
403,45,5,0,1
340,41,44,0,3
342,42,42,0,3
341,42,35,0,3
339,41,35,0,3
338,41,31,0,3
336,40,29,0,3
337,40,41,0,3
335,39,46,0,3
333,38,45,0,2
334,39,44,0,3
376,38,14,0,2
377,38,22,0,2
332,37,36,0,3
330,35,30,0,3
331,37,25,0,3
375,37,22,0,2
327,34,30,0,4
328,34,41,0,3
329,34,43,0,3
324,32,38,0,4
325,32,45,0,4
323,31,41,0,4
322,31,39,0,4
326,33,25,0,4
374,34,22,0,1
401,32,20,0,1
319,29,47,0,4
313,27,42,0,4
312,27,40,0,4
311,27,39,0,4
316,28,38,0,3
315,28,37,0,3
318,29,31,0,4
321,30,30,0,4
317,29,30,0,4
320,30,28,0,4
402,33,6,0,1
307,25,40,0,3
310,27,33,0,3
308,26,31,0,4
309,27,30,0,4
314,28,27,0,4
373,28,18,0,2
399,27,17,0,1
400,29,7,0,1
283,33,0,0,3
398,26,20,0,1
306,24,29,0,4
372,24,15,0,2
370,23,17,0,2
371,23,18,0,1
365,20,45,0,2
367,21,36,0,2
396,21,20,0,1
369,23,14,0,2
368,22,14,0,2
364,20,20,0,2
363,19,37,0,2
362,18,34,0,2
361,18,32,0,2
360,18,24,0,2
366,21,14,0,1
395,21,6,0,1
359,17,17,0,2
393,17,22,0,1
357,16,30,0,2
358,16,43,0,2
352,14,40,0,2
356,16,20,0,2
391,16,19,0,1
392,17,10,0,1
397,22,2,0,1
394,20,4,0,1
354,16,15,0,2
355,16,16,0,2
351,14,28,0,2
349,13,22,0,2
350,14,15,0,2
353,15,13,0,2
388,9,41,0,1
389,10,24,0,1
390,16,3,0,1
384,7,38,0,1
385,7,42,0,1
383,6,44,0,1
382,6,12,0,1
387,9,17,0,1
386,8,15,0,1
