381,1,38,0,1
203,0,43,0,3
199,-1,42,0,2
198,-1,38,0,1
380,1,20,0,1
201,0,26,0,3
202,0,34,0,2
197,-2,30,0,3
196,-3,26,0,1
195,-4,30,0,2
193,-6,28,0,2
191,-7,38,0,1
186,-8,44,0,1
183,-9,47,0,3
182,-9,44,0,1
190,-7,30,0,3
194,-4,14,0,1
189,-7,16,0,3
181,-9,34,0,1
175,-11,31,0,3
180,-10,29,0,3
174,-11,26,0,2
179,-10,22,0,2
170,-14,42,0,4
171,-13,35,0,1
168,-15,22,0,2
169,-15,40,0,4
166,-17,39,0,2
188,-7,6,0,3
187,-7,5,0,1
192,-6,1,0,1
185,-8,5,0,1
178,-10,10,0,4
173,-11,13,0,4
164,-18,37,0,2
165,-18,38,0,1
161,-21,43,0,3
162,-21,37,0,4
156,-24,47,0,1
158,-23,40,0,2
160,-22,38,0,4
159,-22,29,0,4
147,-28,46,0,4
151,-27,45,0,3
154,-25,31,0,3
144,-29,42,0,2
149,-28,41,0,3
143,-29,38,0,1
148,-28,32,0,3
140,-30,33,0,2
141,-30,41,0,1
136,-32,36,0,3
139,-31,34,0,4
142,-29,30,0,3
133,-35,47,0,2
135,-34,34,0,3
130,-37,42,0,2
127,-38,42,0,1
129,-37,37,0,4
138,-31,25,0,2
137,-31,24,0,2
184,-8,3,0,2
172,-12,13,0,3
177,-10,5,0,4
92,-7,-1,0,4
176,-10,1,0,2
163,-19,11,0,1
167,-16,3,0,2
157,-23,8,0,1
150,-27,17,0,4
122,-41,45,0,4
126,-40,42,0,2
121,-41,37,0,3
134,-34,30,0,1
146,-28,13,0,2
153,-26,11,0,2
114,-43,37,0,2
128,-37,24,0,4
132,-36,23,0,2
155,-24,5,0,4
145,-28,9,0,4
107,-46,41,0,1
106,-46,39,0,1
105,-46,38,0,3
108,-45,33,0,1
113,-43,33,0,4
119,-42,30,0,1
104,-46,28,0,2
103,-46,27,0,2
112,-44,21,0,3
118,-42,20,0,2
111,-44,20,0,2
102,-46,16,0,4
110,-44,16,0,4
117,-42,12,0,1
125,-40,12,0,2
124,-40,10,0,2
123,-40,9,0,4
116,-42,7,0,1
115,-42,5,0,2
120,-41,4,0,2
109,-44,1,0,1
152,-26,5,0,2
131,-36,1,0,2
85,-22,-2,0,4
